college,income,data_overage_mb,data_leftover_mb,data_mb_used,text_message_count,house,handset_price,over_15mins_calls_per_month,average_call_duration,reported_satisfaction,reported_usage_level,considering_change_of_plan,leave,id,operating_system
zero,304036.0,110,84.0,7890.0,177,1385957,517.0,20.0,11.0,low,low,yes,STAY,21992,Android
zero,347628.0,189,44.0,4273.0,116,793050,825.0,7.0,6.0,high,low,yes,LEAVE,6261,IOS
one,139570.0,197,82.0,7601.0,85,825955,305.0,6.0,14.0,low,low,,LEAVE,19031,Android
zero,77863.0,259,79.0,1524.0,131,1450074,435.0,4.0,5.0,low,low,no,STAY,7108,Android
one,141827.0,137,17.0,2896.0,205,653685,363.0,1.0,11.0,low,low,yes,STAY,25315,Android
zero,396089.0,81,59.0,1421.0,202,1078863,1257.0,5.0,5.0,low,low,yes,LEAVE,14660,IOS
one,243148.0,180,66.0,412.0,178,1354846,1153.0,0.0,11.0,low,low,yes,STAY,9468,IOS
one,234969.0,349,41.0,7704.0,66,1269761,330.0,16.0,8.0,low,low,yes,STAY,14631,Android
one,162127.0,329,48.0,4107.0,101,658995,411.0,17.0,15.0,low,low,yes,LEAVE,13817,Android
zero,224070.0,108,23.0,533.0,128,1209719,510.0,22.0,19.0,low,low,no,STAY,3415,Android
zero,358158.0,332,7.0,7266.0,62,817170,1102.0,2.0,14.0,high,low,yes,LEAVE,8028,IOS
zero,395578.0,268,57.0,4239.0,113,798975,506.0,2.0,5.0,low,low,no,STAY,20092,Android
zero,310157.0,91,7.0,5915.0,140,323670,1276.0,13.0,16.0,low,low,no,LEAVE,2856,IOS
one,183459.0,275,16.0,2784.0,111,409225,951.0,14.0,10.0,low,low,yes,LEAVE,5984,IOS
zero,330835.0,24,30.0,1348.0,160,1011022,818.0,7.0,16.0,high,low,yes,STAY,14721,IOS
one,367545.0,102,63.0,6196.0,88,453819,872.0,14.0,19.0,low,low,no,LEAVE,3638,IOS
zero,56247.0,198,74.0,5620.0,110,613441,1085.0,2.0,15.0,low,low,no,STAY,7732,IOS
one,155753.0,148,39.0,5797.0,208,878540,567.0,3.0,15.0,low,low,yes,STAY,23929,Android
one,251084.0,370,78.0,407.0,219,704502,1275.0,9.0,15.0,low,low,yes,LEAVE,21135,IOS
one,146399.0,188,31.0,1392.0,122,616680,1131.0,14.0,5.0,low,low,no,STAY,13838,IOS
zero,179192.0,55,60.0,1073.0,108,653050,952.0,20.0,6.0,low,low,no,LEAVE,2421,IOS
zero,206402.0,374,30.0,4828.0,154,1058334,1251.0,0.0,13.0,low,low,yes,STAY,6014,IOS
zero,423263.0,40,45.0,7195.0,155,994864,466.0,18.0,15.0,low,low,yes,STAY,12166,Android
zero,170883.0,149,36.0,893.0,72,1238118,535.0,22.0,16.0,high,low,no,STAY,6628,Android
one,79580.0,200,75.0,5956.0,135,617219,1242.0,22.0,5.0,low,low,no,LEAVE,19437,IOS
zero,290004.0,88,38.0,6827.0,156,1149873,455.0,9.0,12.0,low,low,yes,LEAVE,8507,Android
one,95245.0,47,,3500.0,82,605007,1026.0,1.0,9.0,low,low,no,LEAVE,23714,IOS
zero,170108.0,165,51.0,5554.0,73,928757,510.0,1.0,17.0,high,low,,LEAVE,19369,Android
one,242658.0,268,79.0,1089.0,96,1079689,1185.0,7.0,5.0,low,low,no,STAY,369,IOS
one,185828.0,364,58.0,3103.0,126,733509,494.0,6.0,9.0,low,low,yes,LEAVE,2221,Android
one,162537.0,180,70.0,1611.0,201,1021315,947.0,21.0,17.0,low,low,no,LEAVE,13689,IOS
zero,346352.0,261,82.0,5364.0,217,1199526,839.0,18.0,8.0,low,low,yes,STAY,7876,IOS
zero,337420.0,308,64.0,7963.0,135,813967,391.0,11.0,15.0,low,low,yes,STAY,17755,Android
zero,305241.0,26,1.0,4831.0,163,1081677,1217.0,21.0,10.0,low,low,yes,LEAVE,14925,IOS
zero,212294.0,354,4.0,3186.0,99,1071356,590.0,3.0,17.0,low,low,no,STAY,6770,Android
one,399050.0,342,6.0,3865.0,117,1188871,1320.0,17.0,16.0,low,low,,STAY,19734,IOS
zero,294015.0,130,49.0,5656.0,190,1017932,585.0,7.0,7.0,high,low,yes,LEAVE,21888,Android
one,429031.0,31,36.0,6791.0,187,1281094,336.0,13.0,9.0,low,low,yes,STAY,19534,Android
zero,321245.0,299,12.0,3944.0,70,1024467,809.0,8.0,10.0,low,low,yes,LEAVE,24086,IOS
one,165763.0,316,85.0,2992.0,214,1211919,851.0,4.0,18.0,low,low,no,STAY,8875,IOS
one,85008.0,75,24.0,4574.0,185,651879,417.0,1.0,13.0,high,low,yes,LEAVE,5876,Android
one,337067.0,188,55.0,6931.0,184,843809,404.0,5.0,5.0,low,low,no,LEAVE,4185,Android
zero,271284.0,82,50.0,1534.0,189,897670,762.0,5.0,6.0,low,low,yes,STAY,9982,Android
zero,177729.0,310,39.0,7698.0,198,787090,1175.0,20.0,13.0,low,low,yes,LEAVE,24656,IOS
zero,210649.0,171,17.0,1887.0,52,1099900,624.0,4.0,10.0,low,low,yes,STAY,7323,Android
zero,263180.0,124,17.0,1873.0,153,550981,485.0,17.0,9.0,low,low,yes,STAY,2366,Android
one,205056.0,161,7.0,2322.0,100,1146877,880.0,6.0,16.0,low,low,,LEAVE,5900,IOS
zero,403748.0,67,,3437.0,184,779860,602.0,10.0,18.0,low,low,yes,STAY,17577,Android
one,334564.0,241,7.0,6121.0,134,1191021,847.0,8.0,7.0,low,low,yes,LEAVE,2006,IOS
zero,388726.0,3,25.0,2767.0,90,900168,753.0,10.0,8.0,high,low,yes,STAY,571,Android
one,277093.0,71,74.0,1035.0,150,630888,1132.0,17.0,8.0,low,low,yes,STAY,8342,IOS
one,334394.0,6,73.0,6025.0,191,683107,1003.0,14.0,12.0,low,low,no,STAY,19939,IOS
one,363300.0,85,41.0,7489.0,67,594460,1189.0,4.0,17.0,low,low,yes,LEAVE,10321,IOS
zero,322553.0,204,78.0,6343.0,197,778661,1049.0,20.0,14.0,high,low,yes,LEAVE,17710,IOS
zero,161514.0,250,34.0,7302.0,175,525274,285.0,10.0,11.0,low,low,yes,LEAVE,18052,Android
zero,166542.0,343,87.0,6965.0,158,799863,1268.0,21.0,18.0,low,low,no,LEAVE,9377,IOS
zero,366917.0,146,21.0,4675.0,158,782951,955.0,13.0,6.0,low,low,no,STAY,1340,IOS
one,411438.0,203,52.0,2128.0,179,732958,1011.0,2.0,16.0,low,low,yes,LEAVE,14810,IOS
zero,327343.0,124,42.0,640.0,157,1064035,269.0,2.0,17.0,low,low,no,LEAVE,24072,Android
one,270369.0,49,43.0,1086.0,83,1334056,781.0,21.0,16.0,low,low,yes,STAY,7145,Android
zero,384925.0,98,80.0,7286.0,56,725421,717.0,3.0,18.0,low,low,no,STAY,13099,Android
one,141445.0,202,36.0,3692.0,193,1081023,977.0,0.0,5.0,low,low,no,LEAVE,1058,IOS
one,406130.0,241,17.0,3969.0,66,1197053,485.0,16.0,17.0,high,low,no,STAY,2269,Android
one,381187.0,155,67.0,2473.0,115,1205560,507.0,20.0,15.0,low,low,yes,STAY,6504,Android
zero,151425.0,142,1.0,924.0,68,632091,1269.0,10.0,14.0,low,low,no,LEAVE,7725,IOS
zero,132171.0,184,66.0,3320.0,88,1225022,875.0,0.0,16.0,low,low,no,STAY,15395,IOS
zero,145831.0,307,39.0,7768.0,185,1069751,306.0,13.0,6.0,high,low,yes,LEAVE,20740,Android
zero,162685.0,245,84.0,3915.0,216,1278888,719.0,13.0,11.0,low,low,yes,STAY,11687,Android
one,335950.0,170,22.0,2211.0,146,523599,1263.0,0.0,9.0,low,low,yes,LEAVE,13937,IOS
zero,80743.0,56,,6070.0,88,845227,843.0,4.0,11.0,low,low,yes,LEAVE,21236,IOS
one,126642.0,137,79.0,5865.0,115,1185215,398.0,20.0,18.0,low,low,no,STAY,11570,Android
zero,359833.0,351,39.0,5541.0,184,589747,513.0,2.0,13.0,low,low,yes,LEAVE,15959,Android
one,197820.0,366,45.0,6733.0,91,811682,231.0,3.0,7.0,low,low,yes,STAY,15157,Android
one,137742.0,314,83.0,2235.0,76,905818,436.0,4.0,13.0,low,low,no,STAY,3154,Android
one,253843.0,312,19.0,855.0,104,1093752,1063.0,16.0,7.0,low,low,yes,LEAVE,2101,IOS
zero,299282.0,177,16.0,1459.0,157,858661,652.0,21.0,11.0,high,low,yes,STAY,6007,Android
zero,226110.0,316,79.0,1992.0,116,597680,723.0,19.0,19.0,low,low,no,LEAVE,7842,Android
zero,348876.0,101,37.0,6295.0,191,1311818,870.0,4.0,14.0,low,low,no,STAY,24265,IOS
zero,178014.0,202,37.0,3318.0,161,1228648,925.0,17.0,7.0,low,low,,STAY,15234,IOS
one,213049.0,156,65.0,2864.0,93,658432,275.0,18.0,19.0,high,low,yes,STAY,11003,Android
zero,173989.0,169,81.0,5462.0,115,720687,1263.0,1.0,12.0,low,low,yes,LEAVE,7500,IOS
one,133410.0,87,16.0,5358.0,175,677427,388.0,20.0,13.0,low,low,yes,LEAVE,2666,Android
zero,216436.0,304,11.0,6047.0,68,984863,428.0,19.0,9.0,low,low,yes,LEAVE,12978,Android
one,412989.0,347,88.0,7613.0,219,1003014,730.0,8.0,5.0,low,low,yes,LEAVE,7521,Android
one,317544.0,279,7.0,1325.0,131,1341205,806.0,17.0,11.0,low,low,yes,STAY,8080,IOS
one,134365.0,43,20.0,408.0,87,715683,958.0,17.0,17.0,low,low,no,LEAVE,9284,IOS
zero,399220.0,202,25.0,2727.0,74,970847,571.0,9.0,14.0,low,low,no,LEAVE,11351,Android
zero,237408.0,262,27.0,794.0,156,1294376,275.0,2.0,9.0,low,low,yes,STAY,22849,Android
zero,117192.0,185,56.0,924.0,97,547378,347.0,6.0,5.0,high,low,yes,STAY,15958,Android
zero,233136.0,351,31.0,7430.0,220,335090,371.0,14.0,16.0,low,low,no,LEAVE,21888,Android
one,87051.0,52,8.0,3760.0,145,1212417,449.0,3.0,6.0,low,low,yes,STAY,1997,Android
zero,143083.0,50,58.0,547.0,212,623991,384.0,6.0,13.0,low,low,yes,STAY,17031,Android
one,332532.0,18,87.0,2628.0,150,672335,363.0,9.0,16.0,high,low,yes,LEAVE,6768,Android
zero,431218.0,29,58.0,4933.0,110,756908,467.0,14.0,11.0,low,low,yes,STAY,4466,Android
one,311155.0,200,82.0,3466.0,178,337063,854.0,12.0,17.0,low,low,yes,LEAVE,18749,IOS
one,53748.0,364,49.0,3710.0,52,1061755,490.0,2.0,5.0,low,low,,STAY,24340,Android
one,231894.0,297,78.0,1661.0,134,554077,523.0,12.0,17.0,low,low,no,LEAVE,2751,Android
zero,161212.0,13,42.0,5296.0,179,1017210,731.0,21.0,17.0,low,low,yes,LEAVE,4261,Android
zero,313558.0,6,72.0,643.0,79,1342154,1143.0,21.0,10.0,low,low,yes,STAY,5846,IOS
zero,370632.0,349,79.0,7792.0,198,704003,693.0,2.0,7.0,low,low,yes,LEAVE,19648,Android
zero,128881.0,106,64.0,3929.0,189,1183215,371.0,11.0,9.0,low,low,yes,STAY,6855,Android
one,99887.0,203,51.0,6788.0,131,1173295,218.0,13.0,10.0,high,low,yes,STAY,11871,Android
zero,290925.0,324,9.0,2901.0,212,927197,871.0,9.0,11.0,low,low,no,LEAVE,12520,IOS
one,303166.0,120,56.0,2963.0,52,1374649,721.0,19.0,9.0,low,low,yes,STAY,320,Android
zero,208377.0,338,80.0,7456.0,141,1199226,1207.0,8.0,7.0,low,low,no,LEAVE,20600,IOS
one,187786.0,360,3.0,2226.0,80,1160620,1151.0,0.0,12.0,high,low,no,STAY,588,IOS
one,320316.0,151,72.0,2087.0,60,1232699,645.0,8.0,10.0,low,low,yes,STAY,2147,Android
one,427886.0,249,29.0,6774.0,124,1315521,1297.0,5.0,18.0,low,low,yes,STAY,7483,IOS
zero,260081.0,237,61.0,2050.0,152,584210,250.0,2.0,18.0,low,low,no,LEAVE,12106,Android
zero,168191.0,257,75.0,6200.0,73,645037,651.0,10.0,7.0,low,low,no,LEAVE,14232,Android
zero,58023.0,342,77.0,1754.0,66,790563,232.0,12.0,9.0,low,low,yes,LEAVE,24791,Android
zero,99285.0,243,27.0,2686.0,79,415300,809.0,14.0,5.0,low,low,yes,LEAVE,13841,IOS
one,313443.0,40,58.0,1488.0,91,611461,1029.0,22.0,15.0,low,low,no,STAY,2674,IOS
zero,56320.0,302,5.0,3305.0,216,986944,1052.0,3.0,15.0,low,low,no,LEAVE,17130,IOS
one,70069.0,343,28.0,3259.0,193,372633,961.0,14.0,6.0,high,low,yes,LEAVE,6017,IOS
zero,162000.0,189,88.0,3195.0,61,1094477,1251.0,0.0,13.0,low,low,yes,STAY,13452,IOS
one,110564.0,62,54.0,7248.0,78,1405159,1120.0,0.0,6.0,low,low,no,STAY,20703,IOS
one,396546.0,194,4.0,4259.0,71,1177056,1017.0,10.0,,low,low,no,LEAVE,3969,IOS
one,161024.0,72,59.0,2794.0,83,629047,1091.0,13.0,12.0,high,low,yes,STAY,11723,IOS
zero,62427.0,163,63.0,1449.0,160,980358,959.0,4.0,12.0,low,low,no,STAY,4645,IOS
zero,410035.0,106,1.0,6996.0,113,956380,1318.0,13.0,6.0,low,low,,LEAVE,5835,IOS
zero,75400.0,250,60.0,7177.0,210,1246103,1146.0,1.0,18.0,low,low,no,STAY,20376,IOS
zero,117243.0,29,50.0,5895.0,73,615254,578.0,20.0,14.0,low,low,yes,LEAVE,4904,Android
one,410755.0,279,63.0,532.0,72,1137684,463.0,3.0,7.0,low,low,no,STAY,6206,Android
zero,138509.0,124,59.0,2755.0,199,382924,293.0,14.0,10.0,low,low,yes,LEAVE,11861,Android
one,318219.0,301,60.0,2023.0,156,489679,1077.0,19.0,5.0,low,low,yes,LEAVE,8836,IOS
zero,153721.0,144,36.0,3208.0,218,672492,755.0,9.0,9.0,low,low,yes,STAY,15384,Android
one,147596.0,28,52.0,4876.0,124,841274,909.0,6.0,17.0,high,low,no,LEAVE,20671,IOS
one,191666.0,95,50.0,5214.0,137,1441798,559.0,3.0,,low,low,,STAY,417,Android
one,186871.0,82,11.0,7604.0,157,679859,1089.0,7.0,9.0,low,low,yes,STAY,16461,IOS
zero,171219.0,328,22.0,7048.0,168,463941,854.0,7.0,14.0,low,low,yes,LEAVE,12517,IOS
zero,341632.0,229,51.0,1684.0,113,1190692,439.0,3.0,14.0,high,low,yes,STAY,16212,Android
zero,86718.0,139,52.0,5810.0,138,1033293,1163.0,21.0,5.0,low,low,no,LEAVE,14592,IOS
zero,106212.0,118,33.0,3926.0,182,1066616,292.0,1.0,9.0,low,low,yes,STAY,22576,Android
one,84896.0,206,29.0,4251.0,117,777393,1103.0,16.0,13.0,low,low,no,STAY,7183,IOS
zero,431254.0,156,10.0,5611.0,99,1109401,1021.0,2.0,12.0,low,low,yes,STAY,3211,IOS
one,395715.0,176,78.0,6163.0,133,872395,976.0,8.0,5.0,low,low,yes,LEAVE,14740,IOS
zero,288913.0,225,87.0,2637.0,149,340041,1330.0,16.0,9.0,low,low,yes,LEAVE,22233,IOS
one,62708.0,52,46.0,5396.0,165,818014,1269.0,17.0,5.0,low,low,yes,LEAVE,22158,IOS
one,82328.0,87,41.0,3775.0,157,565224,615.0,6.0,18.0,low,low,,LEAVE,21875,Android
one,256125.0,279,2.0,4070.0,142,600533,486.0,1.0,19.0,high,low,yes,STAY,13405,Android
zero,159508.0,367,46.0,7129.0,54,335739,585.0,21.0,18.0,low,low,yes,LEAVE,15220,Android
zero,301717.0,262,10.0,2582.0,105,570693,316.0,11.0,17.0,low,low,yes,LEAVE,15139,Android
zero,354138.0,100,77.0,3737.0,211,567863,1049.0,19.0,5.0,low,low,yes,STAY,18732,IOS
zero,156118.0,221,40.0,4751.0,205,646344,1288.0,8.0,15.0,high,low,no,STAY,24280,IOS
one,294341.0,208,1.0,6187.0,177,419337,742.0,17.0,18.0,low,low,yes,LEAVE,6258,Android
zero,292311.0,262,19.0,4006.0,168,970229,1148.0,10.0,19.0,low,low,yes,STAY,15773,IOS
one,385973.0,340,37.0,6276.0,122,801664,763.0,10.0,18.0,low,low,yes,STAY,13658,Android
zero,220152.0,263,44.0,6539.0,79,769512,773.0,5.0,12.0,low,low,no,LEAVE,23806,Android
one,159090.0,262,58.0,7060.0,188,613792,334.0,13.0,11.0,low,low,no,STAY,2844,Android
one,115639.0,281,58.0,7712.0,141,923441,544.0,5.0,10.0,low,low,yes,LEAVE,17034,Android
one,399330.0,1,33.0,6567.0,76,1274604,929.0,7.0,9.0,low,low,no,STAY,24340,IOS
zero,264619.0,60,65.0,7682.0,208,798522,960.0,9.0,9.0,low,low,yes,LEAVE,7046,IOS
zero,186241.0,167,17.0,1555.0,78,556379,330.0,7.0,9.0,high,low,no,LEAVE,716,Android
zero,244880.0,304,3.0,4227.0,128,1125097,823.0,17.0,11.0,low,low,no,STAY,20061,IOS
zero,260986.0,213,84.0,5501.0,124,773684,512.0,19.0,5.0,low,low,no,LEAVE,3052,Android
one,164211.0,209,59.0,6007.0,198,1438335,885.0,3.0,5.0,low,low,yes,STAY,19279,IOS
zero,335956.0,300,37.0,1781.0,195,1215436,1274.0,15.0,14.0,high,low,no,STAY,8855,IOS
one,350331.0,25,67.0,7978.0,61,567495,1110.0,10.0,12.0,low,low,no,LEAVE,16204,IOS
zero,276704.0,159,16.0,3757.0,113,733046,854.0,3.0,18.0,low,low,yes,STAY,19704,IOS
one,430111.0,322,78.0,979.0,165,1096024,517.0,6.0,12.0,low,low,yes,LEAVE,9613,Android
one,92616.0,67,10.0,3329.0,121,639551,809.0,3.0,14.0,low,low,yes,STAY,19359,IOS
one,268515.0,287,61.0,,82,690146,421.0,9.0,5.0,low,low,yes,STAY,5747,Android
zero,129776.0,25,86.0,1990.0,86,803397,1308.0,13.0,8.0,low,low,no,STAY,2708,IOS
zero,68022.0,320,10.0,5114.0,158,489706,361.0,11.0,18.0,low,low,yes,LEAVE,23846,Android
zero,311550.0,115,36.0,2197.0,101,919598,909.0,21.0,9.0,low,low,yes,LEAVE,18168,IOS
zero,385892.0,177,33.0,4394.0,170,521917,816.0,4.0,12.0,high,low,no,LEAVE,21315,IOS
one,254511.0,131,39.0,2846.0,125,1051792,801.0,17.0,14.0,low,low,yes,LEAVE,19046,IOS
zero,329177.0,360,62.0,4157.0,96,1376452,536.0,0.0,8.0,low,low,yes,STAY,25020,Android
one,175833.0,148,61.0,7741.0,86,890478,975.0,16.0,15.0,low,low,no,LEAVE,13959,IOS
zero,190280.0,299,36.0,6517.0,147,368977,898.0,20.0,6.0,high,low,no,LEAVE,7106,IOS
one,408513.0,48,49.0,1892.0,134,987793,913.0,14.0,11.0,low,low,,STAY,8065,IOS
one,428086.0,182,1.0,1325.0,86,1041824,373.0,5.0,9.0,low,low,yes,STAY,15476,Android
one,411554.0,380,22.0,3515.0,212,1175242,460.0,1.0,19.0,low,low,yes,LEAVE,21638,Android
zero,228806.0,249,87.0,1886.0,77,854025,536.0,0.0,16.0,low,low,yes,STAY,18107,Android
zero,169007.0,157,1.0,817.0,56,543053,1126.0,12.0,13.0,low,low,yes,STAY,25032,IOS
zero,219493.0,102,68.0,6554.0,164,765949,792.0,17.0,8.0,low,low,yes,LEAVE,14585,Android
zero,214304.0,295,71.0,1475.0,110,705273,832.0,15.0,19.0,low,low,yes,STAY,8369,IOS
one,423771.0,216,68.0,2563.0,164,420628,967.0,15.0,7.0,low,low,no,LEAVE,12956,IOS
zero,346435.0,207,56.0,1084.0,113,1056091,1268.0,8.0,12.0,high,low,no,STAY,20596,IOS
one,162858.0,99,23.0,5825.0,165,996864,758.0,0.0,14.0,low,low,yes,LEAVE,15299,Android
zero,306786.0,343,2.0,7953.0,189,717329,920.0,12.0,15.0,low,low,yes,LEAVE,20510,IOS
one,124597.0,37,10.0,4046.0,175,1359795,1069.0,18.0,16.0,low,low,no,STAY,19225,IOS
one,137002.0,210,31.0,7764.0,136,1132528,592.0,14.0,17.0,high,low,yes,LEAVE,19918,Android
one,195938.0,304,27.0,5541.0,136,1431391,400.0,14.0,,low,low,yes,STAY,18390,Android
zero,369467.0,345,8.0,3162.0,113,894269,281.0,20.0,12.0,low,low,yes,STAY,16652,Android
zero,100525.0,370,11.0,1435.0,212,944773,602.0,11.0,17.0,low,low,yes,LEAVE,24044,Android
zero,148243.0,210,66.0,5523.0,119,1169696,602.0,22.0,7.0,low,low,yes,STAY,16153,Android
zero,236182.0,271,,585.0,104,810970,530.0,0.0,7.0,low,low,,LEAVE,14771,Android
one,394628.0,253,85.0,436.0,202,735540,838.0,15.0,10.0,low,low,no,STAY,15201,IOS
zero,282249.0,355,14.0,6629.0,166,1438820,864.0,19.0,10.0,low,low,yes,STAY,12643,IOS
one,75645.0,241,29.0,2327.0,131,907336,487.0,19.0,17.0,low,low,yes,STAY,8763,Android
zero,130007.0,69,42.0,7061.0,56,760412,490.0,5.0,17.0,high,low,yes,LEAVE,24447,Android
one,238640.0,351,70.0,826.0,118,675619,1041.0,8.0,6.0,low,low,yes,LEAVE,7922,IOS
one,258587.0,3,7.0,5533.0,214,939967,365.0,3.0,15.0,low,low,yes,LEAVE,8686,Android
one,118485.0,337,79.0,712.0,154,452510,1132.0,19.0,6.0,low,low,no,LEAVE,21506,IOS
zero,419334.0,371,40.0,2943.0,67,1068424,415.0,11.0,5.0,high,low,yes,STAY,10948,Android
zero,152675.0,129,22.0,6860.0,58,891657,701.0,20.0,9.0,low,low,no,LEAVE,18634,Android
zero,281478.0,214,46.0,4912.0,202,828250,406.0,11.0,13.0,low,low,no,LEAVE,18747,Android
zero,364745.0,372,67.0,4281.0,219,1139215,413.0,22.0,10.0,low,low,yes,STAY,10749,Android
one,248671.0,94,26.0,1650.0,103,1259041,777.0,11.0,15.0,low,low,yes,STAY,12273,Android
zero,304016.0,168,39.0,7263.0,181,390873,931.0,21.0,12.0,low,low,no,LEAVE,114,IOS
one,70057.0,231,80.0,3533.0,107,666384,239.0,1.0,19.0,low,low,no,STAY,2350,Android
zero,122892.0,90,79.0,1870.0,72,661147,541.0,9.0,19.0,low,low,yes,STAY,5840,Android
one,271012.0,323,12.0,2059.0,81,1085556,1232.0,11.0,17.0,low,low,yes,LEAVE,14551,IOS
one,289650.0,238,28.0,1778.0,165,704860,1288.0,6.0,8.0,high,low,no,STAY,14695,IOS
one,283150.0,365,83.0,1624.0,155,1052985,1036.0,4.0,10.0,low,low,no,LEAVE,18233,IOS
zero,392536.0,207,14.0,6863.0,116,1373986,1334.0,20.0,18.0,low,low,yes,STAY,12120,IOS
zero,80984.0,83,5.0,7866.0,204,524688,715.0,21.0,15.0,low,low,yes,LEAVE,729,Android
zero,224468.0,67,61.0,6954.0,129,535095,309.0,8.0,13.0,high,low,no,LEAVE,14544,Android
zero,83709.0,326,89.0,467.0,173,1418203,352.0,5.0,19.0,low,low,no,STAY,14355,Android
one,397310.0,276,44.0,7022.0,124,655573,1323.0,0.0,7.0,low,low,yes,LEAVE,7324,IOS
zero,391468.0,318,69.0,7345.0,119,1036246,442.0,6.0,18.0,low,low,no,STAY,16444,Android
one,292741.0,116,5.0,3610.0,71,930359,976.0,2.0,14.0,low,low,,STAY,17254,IOS
zero,305506.0,370,12.0,5925.0,168,775822,1248.0,22.0,13.0,low,low,no,LEAVE,7584,IOS
one,290227.0,93,65.0,6287.0,206,1129139,450.0,7.0,12.0,low,low,yes,STAY,24740,Android
one,423438.0,60,49.0,6389.0,208,1119267,1209.0,14.0,13.0,low,low,no,LEAVE,24258,IOS
one,127764.0,58,78.0,2713.0,133,1384853,334.0,13.0,10.0,low,low,yes,STAY,15871,Android
zero,357769.0,115,86.0,471.0,125,868196,1109.0,22.0,8.0,high,low,yes,STAY,5177,IOS
zero,365851.0,224,80.0,5167.0,163,1375529,1196.0,1.0,14.0,low,low,yes,STAY,6510,IOS
zero,88154.0,295,19.0,2202.0,219,1105329,1198.0,3.0,17.0,low,low,no,LEAVE,22497,IOS
zero,302124.0,25,89.0,6753.0,132,955073,463.0,21.0,18.0,low,low,,LEAVE,1096,Android
one,398870.0,80,30.0,7987.0,171,668460,407.0,18.0,10.0,high,low,yes,LEAVE,2363,Android
zero,302173.0,227,14.0,4757.0,129,1100715,1258.0,14.0,14.0,low,low,yes,LEAVE,13726,IOS
one,175667.0,226,87.0,3315.0,191,1351857,369.0,19.0,12.0,low,low,yes,STAY,5071,Android
zero,222148.0,341,6.0,3727.0,65,1194938,692.0,12.0,19.0,low,low,no,LEAVE,24013,Android
one,289140.0,9,63.0,4486.0,146,767152,1195.0,17.0,15.0,low,low,yes,LEAVE,1812,IOS
one,400637.0,172,61.0,7454.0,149,657360,949.0,1.0,12.0,low,low,no,STAY,22974,IOS
one,297937.0,99,58.0,6760.0,74,556829,950.0,15.0,5.0,low,low,yes,STAY,5707,IOS
zero,182796.0,201,6.0,4465.0,59,798456,338.0,9.0,12.0,low,low,yes,LEAVE,18487,Android
zero,329100.0,357,35.0,4648.0,57,971329,964.0,0.0,7.0,low,low,yes,STAY,15213,IOS
zero,384122.0,184,43.0,4984.0,216,1283496,1212.0,2.0,11.0,high,low,yes,STAY,20456,IOS
zero,336977.0,210,49.0,5998.0,71,946102,744.0,19.0,10.0,low,low,,LEAVE,12824,Android
one,139908.0,263,84.0,3180.0,189,555467,761.0,22.0,7.0,low,low,yes,STAY,4401,Android
zero,189014.0,57,1.0,640.0,164,594957,768.0,8.0,14.0,low,low,yes,LEAVE,28,Android
one,164283.0,21,11.0,4296.0,125,627499,447.0,8.0,19.0,high,low,yes,STAY,21041,Android
zero,289552.0,184,8.0,5896.0,215,908529,793.0,13.0,6.0,low,low,yes,LEAVE,691,Android
one,126854.0,160,52.0,6034.0,53,551192,581.0,22.0,8.0,low,low,no,LEAVE,8638,Android
one,365300.0,15,8.0,2128.0,184,778439,935.0,19.0,12.0,low,low,yes,STAY,11987,IOS
one,128426.0,361,78.0,5293.0,173,836101,1091.0,22.0,12.0,low,low,yes,LEAVE,1562,IOS
zero,340760.0,326,58.0,7116.0,60,1097742,1231.0,6.0,15.0,low,low,yes,STAY,15648,IOS
zero,239639.0,186,55.0,7768.0,72,1115979,933.0,4.0,9.0,low,low,no,STAY,11453,IOS
zero,185239.0,350,56.0,575.0,203,489831,768.0,17.0,16.0,low,low,no,LEAVE,9116,Android
zero,66907.0,298,40.0,5598.0,178,767441,438.0,10.0,18.0,low,low,yes,STAY,14033,Android
one,336511.0,217,36.0,3570.0,145,599418,912.0,12.0,15.0,high,low,no,LEAVE,7059,IOS
zero,97665.0,337,5.0,6201.0,81,893946,722.0,7.0,19.0,low,low,yes,STAY,12590,Android
one,252098.0,23,26.0,5455.0,151,1036784,1153.0,14.0,15.0,low,low,no,STAY,23790,IOS
zero,375636.0,371,23.0,444.0,149,803476,1298.0,0.0,5.0,low,low,no,STAY,8172,IOS
one,408167.0,133,25.0,3026.0,218,980487,1103.0,19.0,17.0,high,low,no,LEAVE,5236,IOS
one,102535.0,53,68.0,4609.0,186,1050466,368.0,3.0,15.0,low,low,yes,LEAVE,9078,Android
one,421341.0,257,26.0,759.0,133,1126666,512.0,4.0,19.0,low,low,no,LEAVE,9457,Android
zero,147942.0,260,3.0,7814.0,138,1138716,857.0,16.0,,low,low,no,LEAVE,9261,IOS
zero,90594.0,26,75.0,6397.0,173,739214,686.0,7.0,14.0,low,low,yes,STAY,20187,Android
zero,55521.0,310,3.0,5826.0,178,736224,992.0,12.0,15.0,low,low,yes,LEAVE,5513,IOS
zero,274914.0,130,66.0,1967.0,209,989642,703.0,18.0,7.0,low,low,yes,LEAVE,19525,Android
one,368921.0,185,10.0,4445.0,102,535432,497.0,0.0,10.0,low,low,yes,STAY,2505,Android
zero,94226.0,276,78.0,6961.0,214,1174823,475.0,14.0,6.0,low,low,no,STAY,11733,Android
