"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"West Virginia","Monongalia",2024,139,116,23,0,0,0,0,71,53,42,0,0,109,30,0
"West Virginia","Ohio",2024,222,175,47,0,0,0,0,84,58,42,0,0,165,57,0
"West Virginia","Tucker",2024,236,221,15,0,0,0,0,71,49,41,0,0,233,3,0
"West Virginia","Wood",2024,140,111,29,0,0,0,0,100,58,42,0,0,106,34,0
"Wisconsin","Ashland",2024,182,176,6,0,0,0,0,90,44,36,0,0,156,26,0
"Wisconsin","Brown",2024,182,153,29,0,0,0,0,86,60,38,0,0,91,91,0
"Wisconsin","Columbia",2024,97,88,9,0,0,0,0,74,50,41,0,0,97,0,0
"Wisconsin","Dane",2024,182,133,49,0,0,0,0,77,58,42,0,0,69,104,9
"Wisconsin","Dodge",2024,183,153,30,0,0,0,0,84,53,39,1,0,145,37,0
"Wisconsin","Door",2024,98,89,9,0,0,0,0,90,50,40,0,0,98,0,0
"Wisconsin","Eau Claire",2024,182,151,30,1,0,0,0,142,55,40,0,0,89,93,0
"Wisconsin","Fond du Lac",2024,98,92,6,0,0,0,0,67,49,40,0,0,98,0,0
"Wisconsin","Forest",2024,182,158,23,0,1,0,0,153,52,39,0,0,140,42,0
"Wisconsin","Grant",2024,182,145,37,0,0,0,0,80,54,31,0,0,0,182,0
"Wisconsin","Jackson",2024,101,91,10,0,0,0,0,95,49,26,0,0,0,101,0
"Wisconsin","Jefferson",2024,97,84,13,0,0,0,0,87,51,41,0,0,97,0,0
"Wisconsin","Kenosha",2024,182,138,42,2,0,0,0,143,64,41,0,0,115,67,0
"Wisconsin","Kewaunee",2024,91,81,10,0,0,0,0,84,51,41,0,0,91,0,0
"Wisconsin","La Crosse",2024,98,90,8,0,0,0,0,67,49,41,0,0,98,0,0
"Wisconsin","Manitowoc",2024,98,87,8,3,0,0,0,115,51,41,0,0,98,0,0
"Wisconsin","Marathon",2024,182,157,24,0,1,0,0,151,53,38,0,0,92,90,0
"Wisconsin","Milwaukee",2024,183,140,42,1,0,0,0,129,64,42,1,8,84,86,4
"Wisconsin","Monroe",2024,141,118,23,0,0,0,0,90,54,27,0,0,0,141,0
"Wisconsin","Outagamie",2024,182,150,32,0,0,0,0,99,58,38,0,0,91,91,0
"Wisconsin","Ozaukee",2024,182,151,29,2,0,0,0,119,61,39,0,0,97,85,0
"Wisconsin","Racine",2024,98,78,19,1,0,0,0,140,64,44,0,0,98,0,0
"Wisconsin","Rock",2024,98,80,18,0,0,0,0,77,58,43,0,0,98,0,0
"Wisconsin","Sauk",2024,182,157,25,0,0,0,0,66,53,38,0,0,89,93,0
"Wisconsin","Sheboygan",2024,98,85,10,3,0,0,0,133,58,42,0,0,98,0,0
"Wisconsin","Taylor",2024,244,239,5,0,0,0,0,80,45,37,0,0,244,0,0
"Wisconsin","Vilas",2024,98,93,5,0,0,0,0,93,48,41,0,0,98,0,0
"Wisconsin","Walworth",2024,98,76,22,0,0,0,0,97,61,44,0,0,98,0,0
"Wisconsin","Waukesha",2024,182,139,43,0,0,0,0,100,61,41,0,0,92,90,0
"Wyoming","Albany",2024,240,117,110,12,1,0,0,187,87,51,0,0,204,5,31
"Wyoming","Big Horn",2024,174,161,13,0,0,0,0,84,49,39,0,0,174,0,0
"Wyoming","Campbell",2024,211,150,60,1,0,0,0,103,61,43,0,0,122,33,56
"Wyoming","Carbon",2024,181,181,0,0,0,0,0,35,16,8,0,181,0,0,0
"Wyoming","Converse",2024,183,170,13,0,0,0,0,76,49,41,1,0,167,0,15
"Wyoming","Fremont",2024,213,133,80,0,0,0,0,100,67,48,0,0,145,68,0
"Wyoming","Johnson",2024,180,172,8,0,0,0,0,71,47,39,0,1,175,0,4
"Wyoming","Laramie",2024,183,145,38,0,0,0,0,80,58,45,1,0,161,20,1
"Wyoming","Lincoln",2024,182,158,24,0,0,0,0,77,54,44,0,1,158,6,17
"Wyoming","Natrona",2024,182,157,25,0,0,0,0,80,54,43,0,0,179,3,0
"Wyoming","Park",2024,200,182,18,0,0,0,0,88,43,13,0,0,0,200,0
"Wyoming","Platte",2024,182,167,11,3,1,0,0,161,45,14,0,0,0,0,182
"Wyoming","Sheridan",2024,213,177,34,1,0,1,0,205,61,43,0,0,150,61,2
"Wyoming","Sublette",2024,244,156,87,1,0,0,0,101,74,47,0,0,242,2,0
"Wyoming","Sweetwater",2024,213,154,57,2,0,0,0,137,64,45,0,1,156,33,23
"Wyoming","Teton",2024,244,158,85,1,0,0,0,105,67,47,0,0,208,33,3
"Wyoming","Uinta",2024,182,182,0,0,0,0,0,22,13,6,0,0,0,0,182
"Wyoming","Washakie",2024,176,163,13,0,0,0,0,71,47,9,0,0,0,176,0
"Wyoming","Weston",2024,181,175,6,0,0,0,0,71,47,39,0,0,181,0,0
