age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
71,technician,married,tertiary,no,32723,no,no,telephone,4,jan,933,8,204,8,other,yes
37,unemployed,married,secondary,no,8204,yes,no,cellular,27,aug,117,5,170,2,success,no
46,retired,married,tertiary,no,2991,yes,no,cellular,22,mar,170,3,88,8,unknown,no
41,retired,single,secondary,no,29626,yes,no,cellular,18,dec,570,9,4,9,failure,yes
80,unemployed,single,secondary,no,34833,no,no,cellular,23,apr,554,9,285,5,success,yes
74,student,single,primary,no,14067,yes,no,unknown,9,feb,855,1,169,4,success,no
25,blue-collar,married,tertiary,no,11763,yes,no,cellular,21,aug,604,7,361,1,other,no
79,housemaid,single,primary,no,49955,no,no,cellular,4,mar,372,4,266,5,failure,no
46,management,married,primary,no,42863,yes,no,telephone,2,dec,716,6,191,3,other,yes
34,admin.,single,tertiary,no,15408,yes,yes,telephone,7,nov,245,7,242,4,failure,yes
83,services,divorced,tertiary,no,23176,yes,yes,cellular,18,feb,535,8,178,5,success,no
23,services,married,secondary,no,33097,yes,no,telephone,2,jan,776,5,246,6,failure,no
75,retired,divorced,secondary,no,49850,yes,no,cellular,25,oct,628,5,68,3,other,no
86,management,married,secondary,no,46641,yes,no,telephone,2,feb,103,6,219,7,failure,yes
45,services,single,secondary,no,33794,yes,no,cellular,10,feb,835,7,28,4,failure,no
79,entrepreneur,single,primary,no,22231,yes,no,unknown,3,apr,610,5,117,6,failure,yes
58,entrepreneur,divorced,primary,no,-989,yes,no,cellular,19,nov,98,5,203,5,other,yes
86,blue-collar,single,tertiary,no,21427,yes,yes,cellular,2,jan,252,4,220,4,success,yes
58,management,married,secondary,no,36392,yes,yes,cellular,26,jan,965,1,124,6,unknown,no
66,entrepreneur,single,secondary,no,48852,yes,no,telephone,3,jun,926,7,53,3,success,yes
66,entrepreneur,single,secondary,no,13229,no,no,telephone,9,may,415,7,37,6,failure,no
88,retired,married,primary,no,11244,yes,no,cellular,11,jan,910,6,336,2,unknown,no
20,services,divorced,tertiary,no,14602,yes,no,cellular,11,jun,314,2,260,7,failure,yes
27,blue-collar,divorced,primary,no,42548,no,no,cellular,27,aug,151,2,182,9,failure,no
52,housemaid,single,tertiary,no,22462,yes,yes,cellular,3,may,804,6,6,3,success,no
19,unemployed,married,tertiary,no,23302,no,yes,cellular,5,mar,762,9,309,3,other,yes
41,self-employed,divorced,primary,no,21536,no,no,cellular,12,mar,470,5,359,0,failure,yes
55,admin.,divorced,primary,no,20210,no,yes,cellular,15,nov,852,7,14,7,failure,yes
39,admin.,single,tertiary,no,3585,no,no,cellular,23,dec,486,2,374,4,failure,yes
43,technician,married,primary,no,47130,yes,no,unknown,17,feb,193,6,384,8,success,yes
60,self-employed,divorced,primary,no,44873,no,no,cellular,16,sep,292,6,62,2,unknown,yes
72,self-employed,single,tertiary,no,15195,yes,no,cellular,30,sep,121,6,251,4,success,yes
56,admin.,single,tertiary,no,12837,yes,no,cellular,17,jul,807,6,9,3,unknown,yes
46,admin.,single,secondary,no,45161,no,no,cellular,15,jan,365,4,86,6,other,yes
37,housemaid,single,primary,no,3456,yes,yes,cellular,26,jan,615,5,209,9,failure,no
58,management,divorced,tertiary,no,35289,no,no,cellular,13,apr,964,4,2,4,failure,no
71,management,married,primary,no,7775,yes,no,cellular,2,dec,343,6,129,1,success,no
37,housemaid,single,primary,no,12099,yes,no,cellular,17,feb,631,9,269,5,success,no
36,services,single,tertiary,no,34805,yes,no,cellular,1,mar,895,5,358,3,unknown,yes
83,self-employed,divorced,secondary,yes,39842,no,yes,cellular,30,feb,837,5,66,5,failure,yes
47,student,single,tertiary,yes,44754,yes,no,cellular,30,jan,939,3,335,0,unknown,no
70,self-employed,single,tertiary,no,14815,yes,no,cellular,10,mar,495,7,7,0,failure,yes
51,technician,married,primary,no,10226,yes,no,cellular,4,jul,670,5,23,3,failure,yes
39,admin.,single,secondary,yes,28072,no,no,cellular,10,oct,430,2,63,6,success,yes
84,self-employed,divorced,tertiary,no,7139,yes,no,cellular,12,sep,590,9,102,6,failure,no
23,admin.,married,primary,no,28060,no,yes,telephone,28,oct,627,5,64,0,other,no
44,self-employed,divorced,tertiary,no,42867,yes,no,unknown,3,sep,514,7,181,4,success,yes
27,technician,married,primary,no,7859,yes,no,cellular,1,aug,685,7,171,5,other,yes
65,services,married,tertiary,no,41942,yes,no,cellular,19,jun,676,8,287,4,other,no
87,unemployed,single,secondary,no,539,no,no,cellular,1,jan,940,4,20,6,unknown,no
76,student,single,tertiary,no,41073,yes,no,cellular,19,aug,656,7,40,5,unknown,yes
76,entrepreneur,single,primary,no,11199,yes,no,cellular,4,aug,306,3,202,4,unknown,yes
19,housemaid,divorced,tertiary,no,31158,no,no,cellular,27,dec,95,9,153,4,success,no
46,housemaid,single,secondary,no,-1918,yes,no,telephone,13,sep,728,8,9,8,failure,yes
85,student,single,secondary,no,48154,no,no,cellular,27,oct,973,9,296,2,other,yes
82,self-employed,married,secondary,no,39736,yes,no,unknown,14,nov,886,2,76,8,unknown,no
43,entrepreneur,single,secondary,no,10281,yes,no,cellular,14,dec,230,4,102,1,unknown,yes
27,technician,single,primary,no,13120,yes,no,cellular,24,jun,497,1,276,9,failure,yes
70,management,single,tertiary,no,7946,yes,no,cellular,3,mar,463,8,135,6,unknown,yes
76,self-employed,single,secondary,no,8891,no,no,cellular,19,jun,167,4,205,5,other,yes
39,services,married,tertiary,no,17640,no,yes,unknown,29,aug,81,4,249,7,success,no
68,admin.,single,primary,no,24111,yes,yes,cellular,25,jul,754,7,223,8,unknown,yes
65,blue-collar,married,tertiary,no,36775,no,no,cellular,11,aug,481,6,55,5,failure,yes
38,self-employed,divorced,tertiary,no,31290,yes,no,cellular,9,mar,187,3,337,1,other,no
39,unemployed,single,secondary,no,28604,yes,no,cellular,6,aug,831,8,285,9,other,no
47,blue-collar,single,secondary,no,32462,no,no,cellular,26,may,891,2,272,3,success,yes
42,self-employed,single,primary,no,16636,no,yes,cellular,4,jul,235,1,394,2,other,yes
45,student,married,tertiary,no,2837,yes,yes,cellular,26,apr,371,2,166,2,success,yes
82,unemployed,single,primary,no,9801,no,no,unknown,5,mar,862,9,376,4,other,no
62,blue-collar,single,primary,yes,21710,yes,no,cellular,29,jun,345,5,355,9,failure,no
85,self-employed,divorced,primary,no,39237,no,no,cellular,9,sep,165,5,171,0,success,no
24,housemaid,married,secondary,no,29621,no,no,cellular,1,apr,104,6,383,8,other,no
66,unemployed,married,secondary,no,47299,yes,no,telephone,23,dec,478,3,96,3,other,no
26,blue-collar,divorced,tertiary,no,38916,yes,no,cellular,15,sep,98,1,389,6,unknown,yes
53,self-employed,married,tertiary,no,11065,no,yes,unknown,11,mar,982,8,384,6,failure,yes
18,management,single,tertiary,no,43474,no,no,cellular,23,jun,842,7,375,6,unknown,yes
27,admin.,single,secondary,no,26230,yes,no,cellular,26,dec,590,8,340,4,unknown,yes
53,management,divorced,secondary,no,34388,yes,no,cellular,1,may,231,9,258,3,other,yes
63,entrepreneur,married,primary,no,8631,no,no,unknown,30,sep,603,2,171,3,success,no
49,self-employed,married,secondary,no,27828,yes,no,cellular,17,jun,196,5,172,4,other,no
49,retired,married,primary,no,7131,yes,yes,cellular,15,feb,746,2,210,5,other,yes
23,services,divorced,primary,no,12307,yes,yes,cellular,14,apr,690,8,193,9,failure,yes
65,management,single,secondary,no,1709,yes,no,cellular,9,may,150,4,263,6,failure,yes
55,blue-collar,divorced,primary,no,46754,no,no,cellular,23,nov,850,4,270,4,other,yes
34,student,single,primary,no,44683,no,no,telephone,4,nov,970,8,305,8,failure,yes
44,unemployed,divorced,tertiary,no,18721,yes,no,unknown,9,sep,126,7,306,8,unknown,yes
71,services,single,primary,no,30194,no,no,unknown,28,jan,406,1,135,0,other,no
67,retired,married,secondary,no,3094,no,no,cellular,5,dec,520,7,81,4,unknown,yes
52,technician,married,secondary,yes,7415,yes,no,cellular,3,sep,953,3,388,1,other,yes
42,self-employed,married,primary,no,46846,yes,no,cellular,18,oct,82,5,42,3,unknown,no
45,student,divorced,tertiary,yes,46244,no,yes,cellular,9,jan,38,8,205,6,success,no
32,self-employed,divorced,secondary,no,11530,yes,no,telephone,4,jan,360,6,115,9,other,yes
21,entrepreneur,divorced,secondary,no,5472,yes,no,cellular,7,apr,280,8,388,5,success,yes
44,retired,married,tertiary,no,34131,yes,no,telephone,1,jun,389,5,3,6,success,yes
43,unemployed,single,primary,yes,17407,no,no,telephone,16,feb,378,9,219,2,other,no
36,unemployed,married,secondary,no,16201,yes,no,cellular,25,jan,153,6,281,4,failure,yes
34,self-employed,married,primary,no,25948,no,no,cellular,28,dec,663,9,112,5,other,yes
60,blue-collar,single,primary,no,44908,yes,no,cellular,25,apr,228,4,248,5,other,yes
58,entrepreneur,single,primary,yes,47835,no,yes,cellular,26,aug,858,2,299,5,failure,yes
59,housemaid,single,primary,no,21115,yes,yes,cellular,6,jun,440,8,88,8,unknown,no
67,technician,single,secondary,no,25961,yes,no,unknown,6,dec,409,5,26,5,failure,yes
57,retired,married,tertiary,no,45083,yes,no,cellular,14,may,947,2,30,1,unknown,no
56,admin.,divorced,secondary,no,45182,yes,no,cellular,22,jan,534,6,215,8,success,yes
40,student,married,tertiary,no,17,no,no,telephone,5,mar,124,3,307,3,other,yes
69,management,single,primary,no,2223,no,yes,telephone,11,jul,59,1,69,6,failure,yes
64,self-employed,divorced,tertiary,no,32952,yes,no,telephone,1,oct,121,6,250,5,failure,yes
80,student,divorced,primary,no,48509,no,no,cellular,20,mar,625,8,28,8,unknown,no
86,student,married,secondary,no,21075,yes,no,cellular,10,may,44,1,254,9,success,yes
60,admin.,married,secondary,no,4531,yes,no,cellular,1,jun,684,3,307,2,other,yes
65,admin.,married,tertiary,no,2666,yes,no,cellular,21,sep,850,6,157,7,failure,no
51,entrepreneur,divorced,primary,no,21781,yes,no,cellular,29,nov,489,3,394,4,unknown,no
57,retired,divorced,primary,no,42023,no,no,cellular,4,mar,750,7,7,5,success,yes
78,blue-collar,divorced,tertiary,no,33236,yes,no,unknown,8,jun,52,6,321,2,success,no
67,technician,single,primary,no,38059,yes,no,cellular,1,nov,355,9,368,2,unknown,no
84,unemployed,single,primary,no,38023,yes,yes,cellular,8,feb,906,6,154,6,success,yes
79,admin.,married,primary,no,34688,yes,no,cellular,14,sep,685,7,212,5,unknown,no
75,admin.,divorced,secondary,no,2236,yes,no,cellular,24,dec,116,2,152,1,unknown,no
50,management,married,secondary,yes,-61,yes,no,cellular,17,sep,222,4,81,9,unknown,yes
33,housemaid,divorced,secondary,no,34624,yes,no,cellular,9,jul,714,5,99,7,success,yes
65,admin.,married,primary,no,30818,no,no,unknown,29,nov,292,2,8,4,other,no
27,housemaid,single,secondary,no,13926,yes,no,cellular,25,sep,458,7,334,6,other,no
55,entrepreneur,divorced,primary,no,25552,yes,no,cellular,6,apr,836,4,278,2,failure,no
36,blue-collar,single,primary,yes,28100,yes,no,cellular,1,oct,389,9,279,9,unknown,yes
53,student,divorced,tertiary,no,-640,no,yes,cellular,23,jan,591,8,178,4,failure,no
76,unemployed,married,primary,no,37573,yes,no,unknown,23,jan,462,9,88,2,failure,yes
80,admin.,divorced,secondary,yes,42696,no,no,cellular,9,feb,589,8,127,2,failure,yes
63,self-employed,single,secondary,no,9994,no,yes,cellular,1,oct,537,5,307,0,unknown,no
20,housemaid,divorced,primary,no,22941,no,no,cellular,14,nov,78,9,105,2,failure,no
82,management,married,secondary,no,25531,yes,no,telephone,24,mar,197,5,278,6,unknown,yes
25,technician,divorced,primary,no,33813,yes,no,cellular,30,feb,708,8,281,8,success,yes
68,management,single,tertiary,no,9093,yes,no,cellular,28,apr,470,4,105,0,unknown,yes
23,admin.,married,primary,no,31025,no,no,cellular,29,aug,623,5,153,3,unknown,yes
56,retired,single,primary,no,9651,no,no,unknown,11,mar,604,4,342,9,unknown,no
77,student,divorced,tertiary,yes,30812,no,no,telephone,8,apr,257,2,230,6,other,no
45,blue-collar,single,secondary,no,22844,no,no,cellular,23,feb,981,4,378,5,success,no
71,self-employed,divorced,tertiary,no,15718,yes,yes,telephone,12,jan,243,5,293,3,unknown,yes
54,retired,married,tertiary,no,47823,yes,no,cellular,6,aug,671,6,331,2,other,yes
26,management,single,primary,yes,46122,yes,no,cellular,17,jul,909,4,82,5,unknown,yes
73,housemaid,single,primary,no,11589,yes,no,cellular,11,oct,183,4,356,3,success,yes
76,housemaid,divorced,tertiary,yes,37768,no,no,telephone,10,feb,783,6,74,4,success,yes
19,retired,single,secondary,no,18022,no,no,cellular,27,aug,637,7,259,1,failure,yes
78,housemaid,single,tertiary,yes,45248,yes,no,telephone,8,oct,436,7,335,8,other,no
75,management,married,secondary,no,36853,no,yes,cellular,12,mar,918,4,228,1,unknown,no
77,retired,divorced,tertiary,no,-1766,no,no,telephone,21,jul,773,5,392,3,unknown,yes
57,management,divorced,tertiary,no,4834,yes,yes,cellular,4,jan,779,3,270,7,other,yes
53,self-employed,married,secondary,no,13055,yes,no,cellular,21,dec,47,5,219,6,other,yes
54,student,married,tertiary,no,1207,no,no,cellular,21,mar,496,5,179,3,failure,no
35,technician,divorced,primary,no,400,yes,no,cellular,30,sep,373,4,396,7,failure,yes
80,self-employed,married,tertiary,no,7609,yes,no,cellular,13,apr,353,6,200,5,failure,no
39,self-employed,married,primary,no,19473,yes,no,cellular,26,jan,275,5,283,7,failure,yes
28,housemaid,married,secondary,no,43330,no,yes,unknown,3,nov,89,8,116,3,success,no
75,admin.,divorced,secondary,no,21935,yes,no,cellular,20,jun,523,2,115,4,other,no
74,services,married,primary,no,21874,no,no,cellular,4,jan,671,6,399,3,failure,yes
21,housemaid,single,tertiary,no,38508,no,no,cellular,8,oct,891,2,195,6,unknown,no
24,admin.,single,primary,no,23015,no,yes,cellular,5,jan,78,6,192,3,unknown,no
78,management,divorced,primary,no,12184,yes,no,cellular,22,feb,707,4,290,4,failure,no
71,services,married,secondary,no,44806,no,no,telephone,26,mar,956,1,102,8,failure,yes
85,housemaid,single,primary,no,27543,yes,yes,cellular,2,feb,709,6,172,7,unknown,yes
18,services,divorced,tertiary,no,-1350,yes,no,telephone,25,aug,282,3,299,1,failure,yes
72,services,single,primary,no,30389,no,no,cellular,8,jun,877,7,101,6,other,yes
20,entrepreneur,married,secondary,no,47185,yes,yes,unknown,24,jan,412,3,7,1,success,no
55,student,divorced,tertiary,no,25328,no,no,cellular,26,jun,338,4,162,9,unknown,no
18,entrepreneur,single,secondary,no,17416,yes,no,cellular,5,jan,605,9,3,2,success,yes
55,admin.,divorced,primary,no,11119,yes,no,cellular,16,sep,574,7,333,0,failure,no
46,blue-collar,single,primary,yes,5644,no,no,unknown,21,mar,87,4,327,1,success,yes
22,retired,single,secondary,no,48262,no,no,cellular,15,dec,847,2,87,2,failure,no
38,technician,married,secondary,yes,6653,yes,yes,cellular,19,jan,93,5,176,4,failure,no
88,blue-collar,married,tertiary,no,12416,no,no,cellular,13,jan,928,8,282,5,unknown,no
84,retired,single,secondary,no,22897,no,yes,unknown,11,feb,154,2,25,6,other,yes
64,admin.,divorced,secondary,no,-126,yes,no,cellular,16,jun,90,9,364,4,success,yes
52,unemployed,divorced,primary,no,8429,no,no,cellular,18,jan,409,5,173,4,success,yes
85,admin.,married,primary,no,10213,yes,yes,telephone,25,jul,790,6,159,7,failure,yes
86,management,single,secondary,no,46987,yes,no,telephone,15,nov,167,7,113,0,other,yes
18,technician,married,secondary,no,15640,yes,no,telephone,6,dec,95,9,376,8,failure,no
85,unemployed,single,primary,no,34008,yes,no,unknown,8,apr,208,7,95,2,unknown,yes
29,student,single,tertiary,no,13802,yes,no,cellular,4,jul,827,4,164,5,unknown,yes
77,services,married,tertiary,no,14122,no,no,cellular,21,apr,822,5,134,3,other,no
44,entrepreneur,divorced,tertiary,no,19653,no,no,cellular,26,nov,200,3,386,1,success,no
73,entrepreneur,married,tertiary,no,41671,yes,no,telephone,16,apr,784,1,366,5,other,yes
40,admin.,single,primary,no,22101,no,no,telephone,21,apr,661,3,162,9,success,yes
42,entrepreneur,married,secondary,no,-591,yes,yes,unknown,11,oct,373,1,361,7,success,no
38,unemployed,divorced,tertiary,no,41388,no,no,cellular,26,dec,733,5,200,3,success,yes
78,admin.,divorced,primary,no,32600,yes,no,cellular,20,oct,216,7,167,7,failure,yes
80,services,single,secondary,no,16408,no,yes,cellular,27,aug,987,9,134,6,failure,no
69,admin.,married,tertiary,no,3736,no,yes,cellular,2,feb,256,4,156,0,other,yes
42,management,divorced,secondary,no,2993,no,yes,cellular,30,aug,295,1,396,4,failure,yes
72,student,married,tertiary,no,41871,no,no,telephone,22,oct,221,7,299,7,failure,yes
63,self-employed,divorced,secondary,no,45165,yes,no,cellular,4,nov,781,3,225,5,unknown,yes
49,housemaid,single,tertiary,no,29247,no,no,cellular,14,jan,635,1,364,8,other,no
72,unemployed,single,tertiary,no,26821,yes,no,cellular,11,jul,155,4,300,6,success,yes
22,student,married,secondary,no,1213,yes,no,telephone,4,jul,985,9,347,1,other,no
53,student,single,secondary,no,41123,no,no,cellular,26,jun,503,6,270,0,failure,no
66,blue-collar,divorced,secondary,no,27495,no,no,telephone,3,apr,128,6,392,8,success,yes
75,technician,single,primary,no,4208,yes,no,cellular,24,may,373,7,322,4,unknown,yes
56,technician,divorced,primary,no,7644,yes,no,cellular,22,jan,272,1,48,1,other,yes
78,unemployed,divorced,secondary,no,4453,yes,no,cellular,25,feb,49,5,322,3,unknown,no
26,retired,single,primary,no,49905,yes,yes,telephone,5,oct,658,4,0,9,success,no
23,housemaid,divorced,tertiary,no,9093,yes,yes,cellular,6,jul,388,4,329,5,failure,no
52,services,divorced,secondary,no,44509,yes,no,unknown,9,feb,462,7,73,8,unknown,yes
56,unemployed,married,primary,no,9263,yes,no,cellular,4,aug,640,2,245,7,failure,yes
39,self-employed,married,secondary,no,-1695,no,no,cellular,26,jul,516,5,213,5,other,yes
58,self-employed,married,tertiary,no,32152,no,no,cellular,7,oct,920,7,228,3,success,no
22,unemployed,single,tertiary,no,30021,yes,no,cellular,13,aug,359,3,240,9,failure,yes
59,technician,married,primary,no,15958,no,yes,cellular,10,apr,696,2,186,4,success,no
84,student,divorced,tertiary,yes,-1128,no,no,cellular,12,jan,336,1,127,3,other,no
47,management,single,secondary,no,39128,yes,no,telephone,10,jul,214,5,95,3,other,yes
74,retired,single,primary,no,19962,yes,no,cellular,11,jan,364,5,363,7,other,no
46,admin.,single,secondary,yes,40563,yes,no,cellular,11,jul,535,4,163,3,failure,no
54,retired,single,secondary,no,15414,yes,no,cellular,22,sep,492,8,175,2,failure,yes
30,blue-collar,divorced,secondary,yes,7926,yes,yes,cellular,6,may,962,2,115,1,unknown,no
49,retired,divorced,tertiary,no,46259,yes,yes,cellular,6,feb,32,4,208,9,failure,no
63,student,married,secondary,yes,37673,yes,no,unknown,30,nov,698,5,271,0,failure,yes
40,services,single,tertiary,yes,35210,no,no,cellular,20,jan,993,9,325,4,unknown,yes
62,student,married,secondary,no,13290,yes,yes,telephone,26,aug,204,3,397,3,unknown,no
34,technician,divorced,tertiary,no,1667,no,yes,cellular,6,apr,877,1,49,9,other,no
83,services,single,tertiary,no,15660,yes,no,cellular,12,aug,610,4,263,8,failure,no
23,entrepreneur,divorced,tertiary,no,4553,no,no,cellular,23,feb,562,6,62,8,failure,yes
35,services,married,secondary,no,14926,yes,no,cellular,29,mar,327,7,339,4,failure,no
39,retired,divorced,secondary,no,2808,no,no,cellular,14,mar,147,4,227,4,other,no
50,retired,single,tertiary,no,26612,no,no,cellular,18,apr,818,4,347,5,other,no
47,retired,single,secondary,no,38499,no,no,telephone,27,sep,671,6,296,3,unknown,no
49,entrepreneur,married,tertiary,no,26015,no,no,unknown,25,sep,235,1,235,5,failure,no
59,technician,single,secondary,no,31351,yes,no,cellular,23,may,738,5,223,7,success,no
27,admin.,divorced,tertiary,no,47662,no,no,telephone,19,jul,164,3,115,4,success,no
53,housemaid,divorced,tertiary,no,7138,yes,no,cellular,10,sep,232,8,248,7,unknown,no
51,technician,divorced,primary,no,38463,yes,no,cellular,10,jan,64,5,68,7,unknown,no
45,retired,divorced,secondary,no,34241,yes,no,unknown,7,feb,59,7,343,2,failure,no
28,unemployed,married,secondary,no,-802,yes,no,cellular,26,jun,457,8,33,5,unknown,no
56,technician,divorced,primary,no,25447,no,no,telephone,10,mar,971,8,271,0,unknown,yes
64,blue-collar,married,tertiary,no,34763,no,no,cellular,14,nov,852,2,42,4,failure,yes
36,self-employed,divorced,tertiary,no,10113,yes,yes,cellular,5,dec,286,2,358,6,failure,no
32,self-employed,married,primary,no,26749,no,no,cellular,25,nov,410,5,343,4,other,yes
45,unemployed,divorced,primary,no,35303,yes,no,telephone,22,jul,211,3,105,2,unknown,no
41,housemaid,divorced,tertiary,no,36639,yes,no,cellular,11,may,237,1,372,1,success,no
89,housemaid,married,secondary,no,17687,yes,yes,cellular,29,oct,908,8,227,1,other,yes
26,admin.,single,primary,no,447,no,no,cellular,7,aug,670,6,250,8,success,no
64,blue-collar,single,primary,no,7408,yes,yes,cellular,20,jan,604,3,42,1,unknown,yes
50,student,single,primary,no,37612,yes,no,cellular,18,sep,468,8,47,6,other,no
79,technician,married,primary,no,15674,yes,yes,telephone,11,nov,371,1,58,8,other,yes
36,services,single,primary,no,10413,yes,no,telephone,20,oct,618,3,256,2,failure,no
84,services,single,primary,no,45937,no,no,telephone,25,jun,407,9,63,6,unknown,no
57,student,married,tertiary,no,5549,yes,no,unknown,3,dec,440,6,112,0,failure,no
64,self-employed,single,tertiary,no,21071,yes,no,telephone,7,may,556,1,257,5,unknown,yes
82,student,single,primary,no,6693,yes,no,unknown,29,aug,412,9,347,1,unknown,yes
46,technician,single,tertiary,no,41831,yes,no,cellular,30,dec,494,7,396,9,unknown,no
67,blue-collar,married,secondary,no,14770,yes,no,cellular,4,dec,422,1,160,0,unknown,no
30,retired,married,secondary,no,39371,yes,no,unknown,19,apr,866,1,162,4,failure,yes
18,entrepreneur,single,primary,no,6,no,no,cellular,30,dec,600,5,13,5,unknown,yes
51,unemployed,single,secondary,no,3213,yes,no,telephone,30,sep,180,4,35,1,unknown,no
65,retired,married,secondary,no,49299,yes,no,cellular,30,may,649,8,136,3,other,no
65,entrepreneur,single,tertiary,no,34636,yes,no,telephone,21,jan,398,2,263,2,failure,no
66,services,married,tertiary,no,7530,yes,no,cellular,18,aug,136,6,304,0,other,yes
81,unemployed,single,tertiary,no,45128,yes,no,cellular,11,sep,168,8,44,0,other,yes
78,housemaid,married,tertiary,no,4637,yes,no,cellular,14,may,309,1,104,2,unknown,yes
46,technician,divorced,secondary,no,47504,yes,no,cellular,10,may,101,3,79,1,failure,yes
56,retired,divorced,primary,yes,2964,no,no,unknown,14,jun,652,1,301,1,failure,no
43,student,married,tertiary,no,32070,yes,no,cellular,4,sep,534,7,272,9,unknown,yes
34,blue-collar,divorced,secondary,no,5749,no,no,unknown,23,may,767,1,111,4,other,no
88,blue-collar,single,tertiary,no,-1154,yes,no,cellular,12,feb,979,9,206,4,unknown,yes
30,self-employed,married,secondary,no,11390,yes,no,unknown,12,mar,135,8,305,6,success,yes
86,blue-collar,married,tertiary,no,11735,no,no,cellular,2,nov,530,3,363,4,success,no
43,blue-collar,single,primary,no,21905,yes,yes,cellular,26,oct,188,4,239,2,unknown,yes
66,housemaid,single,tertiary,no,12876,yes,no,cellular,6,mar,179,9,87,9,unknown,yes
84,student,married,primary,no,11967,no,yes,unknown,5,sep,43,6,181,5,other,no
24,services,single,tertiary,no,49676,no,no,cellular,19,aug,34,5,270,2,failure,yes
75,blue-collar,married,tertiary,no,16262,no,no,cellular,21,jun,668,5,253,7,failure,no
66,services,single,tertiary,no,34873,no,no,cellular,15,may,302,1,342,5,unknown,no
70,housemaid,married,secondary,yes,18014,no,no,cellular,10,oct,367,1,243,6,unknown,no
82,blue-collar,single,secondary,no,22054,yes,no,telephone,7,feb,240,3,266,2,unknown,no
79,unemployed,single,primary,no,27955,yes,no,cellular,19,sep,356,2,97,6,failure,yes
34,technician,divorced,primary,no,21051,yes,no,cellular,8,oct,887,1,57,8,unknown,no
60,self-employed,divorced,secondary,yes,26385,yes,no,unknown,15,aug,758,5,71,7,other,yes
42,retired,divorced,primary,no,33587,yes,no,cellular,23,may,495,3,110,1,failure,yes
20,technician,single,primary,no,25483,no,no,telephone,4,jun,969,7,163,9,success,yes
46,management,married,secondary,no,25653,yes,no,cellular,13,sep,108,8,286,9,success,no
49,unemployed,single,secondary,no,38845,no,no,unknown,29,jan,634,6,209,1,unknown,yes
43,admin.,divorced,secondary,no,42790,yes,yes,cellular,5,apr,779,5,20,6,unknown,no
33,blue-collar,single,secondary,no,40018,yes,yes,telephone,26,may,775,5,352,9,failure,yes
42,services,divorced,tertiary,no,28894,yes,no,cellular,11,sep,206,1,81,3,other,yes
71,admin.,divorced,secondary,no,49641,yes,no,cellular,16,dec,796,6,240,8,success,yes
45,entrepreneur,married,primary,no,27842,yes,no,cellular,20,may,862,6,10,5,unknown,no
73,blue-collar,married,tertiary,no,17648,no,no,cellular,18,may,161,3,3,8,failure,no
82,management,divorced,tertiary,no,29756,yes,no,cellular,28,dec,806,4,280,2,unknown,no
58,housemaid,divorced,primary,no,20407,yes,no,cellular,15,dec,321,4,114,5,failure,yes
68,self-employed,single,tertiary,no,42561,no,no,unknown,25,mar,720,6,345,5,success,yes
88,management,divorced,primary,no,49445,yes,no,cellular,1,aug,407,8,18,7,other,no
46,services,single,tertiary,no,15058,yes,no,cellular,8,jul,445,9,187,6,other,yes
36,housemaid,divorced,tertiary,no,8070,yes,no,cellular,4,aug,373,9,134,2,success,yes
83,retired,married,primary,no,37025,yes,no,cellular,9,apr,406,5,334,0,other,yes
58,housemaid,married,primary,yes,31779,no,no,cellular,19,aug,514,8,56,1,failure,no
62,blue-collar,divorced,primary,yes,14616,no,no,unknown,7,oct,175,8,171,9,other,yes
32,admin.,single,primary,no,28373,no,no,telephone,15,apr,684,4,191,1,unknown,no
20,admin.,single,secondary,no,32941,yes,no,cellular,3,jan,561,4,3,0,success,yes
28,services,single,secondary,no,34152,no,yes,cellular,26,apr,599,3,157,3,success,no
70,housemaid,divorced,primary,no,49480,yes,no,cellular,12,may,325,5,277,5,unknown,yes
63,management,divorced,secondary,no,-1203,yes,no,cellular,23,oct,607,8,138,3,success,yes
47,unemployed,married,primary,no,37889,yes,no,cellular,2,aug,374,8,2,3,failure,yes
74,services,married,primary,no,11594,no,yes,telephone,19,dec,426,9,291,8,failure,yes
35,self-employed,divorced,tertiary,no,45754,no,no,cellular,24,oct,504,1,73,1,failure,no
68,services,married,primary,no,5690,no,no,unknown,7,jun,554,4,232,0,unknown,no
65,services,single,primary,yes,10669,no,yes,cellular,11,nov,603,6,102,6,success,no
83,retired,single,primary,yes,16973,yes,no,cellular,19,oct,953,5,371,4,other,yes
25,technician,divorced,primary,no,19085,yes,no,unknown,8,may,75,4,135,4,unknown,yes
39,blue-collar,single,tertiary,no,26787,no,no,cellular,13,mar,940,3,280,1,failure,yes
23,retired,divorced,primary,no,23084,no,yes,cellular,9,apr,634,2,229,5,success,no
74,admin.,single,tertiary,no,22051,no,no,cellular,2,jun,457,9,281,4,success,yes
53,admin.,divorced,primary,no,48615,yes,no,cellular,18,jun,252,3,236,4,unknown,no
74,unemployed,single,tertiary,no,9554,no,yes,cellular,15,jun,52,4,233,5,failure,yes
66,entrepreneur,single,secondary,yes,48199,yes,no,cellular,23,feb,898,1,188,1,unknown,no
62,entrepreneur,married,tertiary,no,35639,no,no,cellular,11,nov,96,1,176,4,unknown,no
83,unemployed,married,tertiary,no,11354,yes,no,telephone,24,dec,655,9,343,0,other,no
